1420	0	1
14071	1	1
24523	1	1
6358	2	1
18958	2	1
1487	3	1
5442	3	1
22431	4	1
8564	5	1
25069	6	1
13945	7	1
24364	8	1
6139	9	1
10307	10	1
8814	11	1
2240	11	1
2257	11	1
841	12	1
5541	13	1
22509	13	1
7567	14	1
1088	15	1
60	16	1
23477	17	1
3125	17	1
15394	17	1
2814	18	1
14076	19	1
8658	19	1
6401	20	1
12105	21	1
3826	21	1
21606	22	1
25126	23	1
4332	23	1
12555	24	1
24784	25	1
25755	25	1
6467	26	1
3765	27	1
524	28	1
1131	29	1
19092	30	1
3533	31	1
8924	31	1
2925	31	1
6184	32	1
1742	33	1
19370	34	1
2014	35	1
5933	36	1
15093	37	1
24711	38	1
13488	39	1
16727	39	1
25279	40	1
166	40	1
8160	41	1
12592	41	1
24932	42	1
26323	43	1
25326	44	1
22091	45	1
530	46	1
21211	47	1
26875	48	1
16368	49	1
24506	50	1
15463	51	1
21905	51	1
3744	52	1
2806	53	1
18426	54	1
4892	55	1
19660	56	1
2969	57	1
5133	58	1
20898	59	1
5442	60	1
386	61	1
16389	61	1
2507	62	1
2458	62	1
4339	63	1
24051	64	1
17198	65	1
16719	66	1
22184	66	1
6766	67	1
19063	67	1
15136	68	1
18085	69	1
20213	70	1
14071	71	1
7876	71	1
13797	72	1
25919	73	1
20435	74	1
908	75	1
22454	76	1
15401	77	1
9676	78	1
485	79	1
20346	80	1
13695	81	1
25665	82	1
10463	83	1
12658	84	1
24370	85	1
3298	86	1
686	86	1
19453	87	1
4629	88	1
3914	89	1
5606	90	1
15410	90	1
12586	91	1
10534	91	1
1067	92	1
9943	93	1
23336	93	1
22784	94	1
21113	95	1
3897	96	1
26640	96	1
3897	97	1
26640	97	1
12323	98	1
20240	99	1
2382	100	1
8882	101	1
4069	101	1
2257	102	1
20002	103	1
7779	104	1
22495	105	1
4134	106	1
22807	106	1
1010	106	1
12404	107	1
2660	107	1
5527	108	1
3655	109	1
11429	110	1
15310	110	1
2326	111	1
2878	112	1
17596	113	1
24506	114	1
3350	115	1
10944	116	1
12612	117	1
11265	117	1
21798	118	1
4906	119	1
23543	120	1
26522	120	1
24711	121	1
25236	122	1
256	123	1
11729	124	1
1572	125	1
24830	125	1
151	125	1
12200	126	1
483	127	1
14644	128	1
24711	129	1
18623	130	1
8539	131	1
21303	132	1
14521	133	1
16458	134	1
6262	135	1
22509	136	1
25977	137	1
11925	138	1
8305	139	1
17707	140	1
17582	141	1
26289	142	1
3012	143	1
2636	144	1
6149	145	1
26019	145	1
24862	146	1
769	146	1
15415	147	1
18257	148	1
10088	149	1
2619	150	1
14121	151	1
22203	152	1
19275	152	1
27354	153	1
6639	154	1
2513	155	1
18488	155	1
26585	156	1
4757	156	1
11224	156	1
22987	157	1
22103	157	1
2762	158	1
19874	159	1
15097	160	1
2382	161	1
11033	162	1
8208	163	1
15273	164	1
8299	165	1
12978	166	1
26056	167	1
2128	167	1
15462	167	1
13892	168	1
25918	169	1
13128	170	1
20578	171	1
21137	172	1
9141	172	1
18643	173	1
2666	174	1
3570	175	1
9081	176	1
11925	176	1
13882	176	1
20729	177	1
19917	178	1
15477	179	1
7126	180	1
27338	180	1
17377	181	1
6302	182	1
23323	182	1
27122	183	1
26056	184	1
8196	184	1
14178	184	1
24932	185	1
14973	186	1
4932	187	1
3314	188	1
22893	189	1
1373	190	1
9815	191	1
18037	192	1
3901	193	1
26522	194	1
24445	195	1
9006	196	1
23460	197	1
21892	198	1
22562	199	1
22782	200	1
23254	200	1
1075	201	1
19344	202	1
26779	202	1
6298	203	1
23087	203	1
6982	204	1
9501	205	1
22401	205	1
14899	205	1
10328	206	1
26869	207	1
17659	208	1
3126	208	1
11016	209	1
5227	209	1
15042	210	1
1802	211	1
24486	212	1
19328	213	1
3144	214	1
7712	214	1
22602	215	1
7272	215	1
26021	216	1
13577	216	1
3987	217	1
1067	218	1
1656	219	1
13668	220	1
25174	221	1
21211	222	1
12200	223	1
6757	224	1
15913	224	1
1389	225	1
11224	226	1
20323	226	1
16935	226	1
12992	227	1
5014	228	1
17854	229	1
6134	229	1
10463	230	1
18037	230	1
17090	230	1
22770	230	1
